 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.6940  30.4050   0.3750   2.3363  0.52361E+02  0.52365E+02 -0.46478E-02  0.55663E+02  0.28758E-03  0.11846E+01  0.54478E+02  0.10036E+01
    5.0140   1.6940  31.8282   0.4100   2.5543  0.38893E+02  0.38895E+02 -0.21156E-02  0.40834E+02  0.18328E-03  0.82466E+00  0.40009E+02  0.10042E+01
    5.0140   1.6940  33.5784   0.4550   2.8347  0.26627E+02  0.26622E+02  0.49618E-02  0.27556E+02  0.93846E-04  0.53339E+00  0.27023E+02  0.10051E+01
    5.0140   1.6940  35.9733   0.5200   3.2397  0.15422E+02  0.15403E+02  0.18463E-01  0.15661E+02  0.25789E-04  0.30237E+00  0.15358E+02  0.10064E+01
    5.0140   1.5990  20.6007   0.1600   1.0253  0.35497E+03  0.35466E+03  0.30810E+00  0.43160E+03  0.86437E+00  0.18553E+02  0.41218E+03  0.10007E+01
    5.0140   1.5990  21.5558   0.1750   1.1215  0.29728E+03  0.29705E+03  0.23565E+00  0.35665E+03  0.46829E+00  0.14398E+02  0.34178E+03  0.10009E+01
    5.0140   1.5990  22.1707   0.1850   1.1856  0.26546E+03  0.26526E+03  0.19528E+00  0.31583E+03  0.31143E+00  0.12250E+02  0.30327E+03  0.10010E+01
    5.0140   1.5990  22.7698   0.1950   1.2496  0.23787E+03  0.23771E+03  0.16047E+00  0.28078E+03  0.20691E+00  0.10478E+02  0.27010E+03  0.10011E+01
    5.0140   1.5990  23.3544   0.2050   1.3137  0.21381E+03  0.21367E+03  0.13061E+00  0.25050E+03  0.13719E+00  0.90059E+01  0.24135E+03  0.10013E+01
    5.0140   1.5990  23.9254   0.2150   1.3778  0.19271E+03  0.19261E+03  0.10513E+00  0.22417E+03  0.90682E-01  0.77752E+01  0.21631E+03  0.10014E+01
    5.0140   1.5990  24.4839   0.2250   1.4419  0.17413E+03  0.17405E+03  0.83491E-01  0.20117E+03  0.59701E-01  0.67391E+01  0.19438E+03  0.10015E+01
    5.0140   1.5990  25.0307   0.2350   1.5060  0.15768E+03  0.15762E+03  0.65228E-01  0.18098E+03  0.39112E-01  0.58628E+01  0.17508E+03  0.10016E+01
    5.0140   1.5990  25.5666   0.2450   1.5701  0.14307E+03  0.14302E+03  0.49912E-01  0.16318E+03  0.25487E-01  0.51177E+01  0.15803E+03  0.10018E+01
    5.0140   1.5990  26.0921   0.2550   1.6341  0.13003E+03  0.12999E+03  0.37164E-01  0.14741E+03  0.16520E-01  0.44813E+01  0.14292E+03  0.10019E+01
    5.0140   1.5990  26.6081   0.2650   1.6982  0.11836E+03  0.11833E+03  0.26640E-01  0.13340E+03  0.10654E-01  0.39353E+01  0.12946E+03  0.10021E+01
    5.0140   1.5990  27.1148   0.2750   1.7623  0.10789E+03  0.10787E+03  0.18048E-01  0.12092E+03  0.68468E-02  0.34652E+01  0.11745E+03  0.10022E+01
    5.0140   1.5990  27.8590   0.2900   1.8584  0.94089E+02  0.94081E+02  0.82003E-02  0.10461E+03  0.35282E-02  0.28768E+01  0.10173E+03  0.10024E+01
    5.0140   1.5990  29.0604   0.3150   2.0186  0.75242E+02  0.75243E+02 -0.99155E-03  0.82628E+02  0.12364E-02  0.21355E+01  0.80491E+02  0.10028E+01
    5.0140   1.5990  30.4447   0.3450   2.2109  0.57866E+02  0.57869E+02 -0.35178E-02  0.62699E+02  0.47325E-03  0.15211E+01  0.61177E+02  0.10033E+01
    5.0140   1.5990  31.7743   0.3750   2.4031  0.44694E+02  0.44698E+02 -0.34659E-02  0.47844E+02  0.27361E-03  0.10990E+01  0.46745E+02  0.10039E+01
    5.0140   1.5990  33.2651   0.4100   2.6274  0.33176E+02  0.33178E+02 -0.16489E-02  0.35064E+02  0.17354E-03  0.76387E+00  0.34300E+02  0.10045E+01
    5.0140   1.5990  35.0993   0.4550   2.9158  0.22684E+02  0.22680E+02  0.36258E-02  0.23625E+02  0.87781E-04  0.49218E+00  0.23133E+02  0.10054E+01
    5.0140   1.5990  37.6104   0.5200   3.3324  0.13105E+02  0.13090E+02  0.14112E-01  0.13388E+02  0.23685E-04  0.27498E+00  0.13113E+02  0.10068E+01
