 #***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   1.9990  26.5992   0.3750   2.1217  0.15742E+04  0.15744E+04 -0.19582E+00  0.16337E+04  0.20247E-03  0.25734E+02  0.16079E+04  0.10000E+01
    5.0140   1.9990  27.8367   0.4100   2.3197  0.11505E+04  0.11506E+04 -0.73353E-01  0.11809E+04  0.39849E-04  0.18116E+02  0.11628E+04  0.10000E+01
    5.0140   1.9990  29.3571   0.4550   2.5743  0.77166E+03  0.77143E+03  0.23064E+00  0.78195E+03  0.47493E-05  0.11979E+02  0.76997E+03  0.10000E+01
    5.0140   1.9990  31.4347   0.5200   2.9420  0.43470E+03  0.43396E+03  0.74143E+00  0.43318E+03  0.20031E-06  0.72139E+01  0.42597E+03  0.10000E+01
    5.0140   1.8940  18.9055   0.1750   1.0246  0.94767E+04  0.94687E+04  0.79343E+01  0.10904E+05  0.21401E+01  0.29034E+03  0.10612E+05  0.10000E+01
    5.0140   1.8940  19.4432   0.1850   1.0831  0.84219E+04  0.84153E+04  0.65725E+01  0.96266E+04  0.12951E+01  0.24726E+03  0.93780E+04  0.10000E+01
    5.0140   1.8940  19.9670   0.1950   1.1417  0.75119E+04  0.75065E+04  0.53953E+01  0.85317E+04  0.78998E+00  0.21170E+03  0.83192E+04  0.10000E+01
    5.0140   1.8940  20.4780   0.2050   1.2002  0.67221E+04  0.67177E+04  0.43829E+01  0.75879E+04  0.48515E+00  0.18214E+03  0.74053E+04  0.10000E+01
    5.0140   1.8940  20.9770   0.2150   1.2588  0.60334E+04  0.60299E+04  0.35175E+01  0.67701E+04  0.29972E+00  0.15739E+03  0.66124E+04  0.10000E+01
    5.0140   1.8940  21.4650   0.2250   1.3173  0.54293E+04  0.54265E+04  0.27816E+01  0.60574E+04  0.18607E+00  0.13654E+03  0.59206E+04  0.10000E+01
    5.0140   1.8940  21.9426   0.2350   1.3759  0.48970E+04  0.48948E+04  0.21601E+01  0.54333E+04  0.11600E+00  0.11889E+03  0.53143E+04  0.10000E+01
    5.0140   1.8940  22.4105   0.2450   1.4344  0.44257E+04  0.44241E+04  0.16389E+01  0.48840E+04  0.72576E-01  0.10388E+03  0.47801E+04  0.10000E+01
    5.0140   1.8940  22.8693   0.2550   1.4930  0.40068E+04  0.40056E+04  0.12054E+01  0.43989E+04  0.45538E-01  0.91043E+02  0.43078E+04  0.10000E+01
    5.0140   1.8940  23.3196   0.2650   1.5515  0.36331E+04  0.36323E+04  0.84811E+00  0.39685E+04  0.28638E-01  0.80031E+02  0.38884E+04  0.10000E+01
    5.0140   1.8940  23.7618   0.2750   1.6101  0.32987E+04  0.32981E+04  0.55713E+00  0.35856E+04  0.18043E-01  0.70549E+02  0.35151E+04  0.10000E+01
    5.0140   1.8940  24.4110   0.2900   1.6979  0.28597E+04  0.28595E+04  0.22559E+00  0.30869E+04  0.90445E-02  0.58674E+02  0.30282E+04  0.10000E+01
    5.0140   1.8940  25.4584   0.3150   1.8443  0.22640E+04  0.22640E+04 -0.66019E-01  0.24174E+04  0.28702E-02  0.43778E+02  0.23736E+04  0.10000E+01
    5.0140   1.8940  26.6644   0.3450   2.0199  0.17189E+04  0.17190E+04 -0.15630E+00  0.18138E+04  0.72337E-03  0.31431E+02  0.17824E+04  0.10000E+01
    5.0140   1.8940  27.8219   0.3750   2.1955  0.13093E+04  0.13095E+04 -0.14321E+00  0.13671E+04  0.18087E-03  0.22912E+02  0.13442E+04  0.10000E+01
    5.0140   1.8940  29.1187   0.4100   2.4005  0.95588E+03  0.95594E+03 -0.57937E-01  0.98701E+03  0.35274E-04  0.16087E+02  0.97092E+03  0.10000E+01
    5.0140   1.8940  30.7124   0.4550   2.6639  0.64032E+03  0.64015E+03  0.16183E+00  0.65260E+03  0.41522E-05  0.10536E+02  0.64207E+03  0.10000E+01
