# ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   2.0140  27.5397   0.4065   2.2884  0.12189E+04  0.12190E+04 -0.91537E-01  0.12514E+04  0.47764E-04  0.19093E+02  0.12323E+04  0.10000E+01
    5.0140   2.0140  28.2396   0.4270   2.4038  0.10157E+04  0.10157E+04  0.10077E-01  0.10364E+04  0.18273E-04  0.15650E+02  0.10207E+04  0.10000E+01
    5.0140   2.0140  28.9240   0.4475   2.5193  0.84699E+03  0.84681E+03  0.17921E+00  0.85934E+03  0.69246E-05  0.13030E+02  0.84631E+03  0.10000E+01
    5.0140   2.0140  29.5939   0.4680   2.6347  0.70656E+03  0.70621E+03  0.35317E+00  0.71294E+03  0.25969E-05  0.10952E+02  0.70199E+03  0.10000E+01
    5.0140   2.0140  30.2502   0.4885   2.7501  0.58973E+03  0.58920E+03  0.52509E+00  0.59189E+03  0.96312E-06  0.93010E+01  0.58259E+03  0.10000E+01
    5.0140   2.0140  30.8939   0.5090   2.8655  0.49218E+03  0.49149E+03  0.69032E+00  0.49144E+03  0.35292E-06  0.79795E+01  0.48346E+03  0.10000E+01
    5.0140   2.0140  31.5258   0.5295   2.9809  0.41067E+03  0.40983E+03  0.84570E+00  0.40799E+03  0.12769E-06  0.69175E+01  0.40107E+03  0.10000E+01
    5.0140   2.0140  32.1464   0.5500   3.0963  0.34223E+03  0.34124E+03  0.98918E+00  0.33838E+03  0.45612E-07  0.60585E+01  0.33232E+03  0.10000E+01
    5.0140   1.8440  19.6484   0.1810   1.0767  0.81035E+04  0.80972E+04  0.63240E+01  0.93250E+04  0.15311E+01  0.25060E+03  0.90729E+04  0.10000E+01
    5.0140   1.8440  20.7429   0.2015   1.1986  0.64138E+04  0.64096E+04  0.42086E+01  0.72841E+04  0.55566E+00  0.18257E+03  0.71010E+04  0.10000E+01
    5.0140   1.8440  21.7848   0.2220   1.3206  0.51425E+04  0.51398E+04  0.26687E+01  0.57691E+04  0.20697E+00  0.13556E+03  0.56333E+04  0.10000E+01
    5.0140   1.8440  22.7813   0.2425   1.4425  0.41650E+04  0.41634E+04  0.15753E+01  0.46194E+04  0.78537E-01  0.10225E+03  0.45171E+04  0.10000E+01
